Brand,Dosage,Price,BrandName,DosageValue,DosageUnit,Form,Uses,Packaging,Composition,TherapeuticClass,Considerations,Contraindications
CLAMOXYL 125 MG,125.0 MG,14.3,CLAMOXYL,125.0,MG,Oral suspension powder,"Amoxicillin is indicated for the treatment of infections due to gram negative germs sensitive to amoxicillin, as well as in the treatment of mixed infections due to positive and gram negative gram germs, such as: infections of the respiratory tract: acute exacerbations of chronic bronchitis, bacterial pneumonia, bronchitasis, pulmonary abcès Empayema. Infections of the ENT sphere: average otitis, sinusitis, amygdalite, pharyngitis (due to streptococci). Urinary tract infections: acute or chronic pyelonephritis, cystitis, uretritis. Infections of the gastrointestinal apparatus: typhoid fevers and paratyphoid, bacterial diarrhea. Venereal conditions: Gonorrhea (specific urethritis). Severe infections such as: septicemia, septic abortion, puerperal fever, endocarditis, phlegmon, meningitis, as well as Lyme disease (stage I, chronic migratory erythema or chronic migratory erythema associated with fleeting joint symptoms or fleeting or limited neurological manifestations). Official recommendations for adequate antibiotic employment should be followed, in particular the recommendations for use, in order to avoid an increase in antibiotic resistance.",60 ml bottle,Amoxicillin,broad spectrum penicillin,,
CLAMOXYL 250 MG,250.0 MG,28.2,CLAMOXYL,250.0,MG,Oral suspension powder,"Amoxicillin is indicated for the treatment of infections due to gram negative germs sensitive to amoxicillin, as well as in the treatment of mixed infections due to positive and gram negative gram germs, such as: infections of the respiratory tract: acute exacerbations of chronic bronchitis, bacterial pneumonia, bronchitasis, pulmonary abcès Empayema. Infections of the ENT sphere: average otitis, sinusitis, amygdalite, pharyngitis (due to streptococci). Urinary tract infections: acute or chronic pyelonephritis, cystitis, uretritis. Infections of the gastrointestinal apparatus: typhoid fevers and paratyphoid, bacterial diarrhea. Venereal conditions: Gonorrhea (specific urethritis). Severe infections such as: septicemia, septic abortion, puerperal fever, endocarditis, phlegmon, meningitis, as well as Lyme disease (stage I, chronic migratory erythema or chronic migratory erythema associated with fleeting joint symptoms or fleeting or limited neurological manifestations). Official recommendations for adequate antibiotic employment should be followed, in particular the recommendations for use, in order to avoid an increase in antibiotic resistance.",60 ml bottle,Amoxicillin,Antibiotic,,
CLAMOXYL 250 MG,250.0 MG,28.2,CLAMOXYL,250.0,MG,Oral suspension powder,"Amoxicillin is indicated for the treatment of infections due to gram negative germs sensitive to amoxicillin, as well as in the treatment of mixed infections due to positive and gram negative gram germs, such as: infections of the respiratory tract: acute exacerbations of chronic bronchitis, bacterial pneumonia, bronchitasis, pulmonary abcès Empayema. Infections of the ENT sphere: average otitis, sinusitis, amygdalite, pharyngitis (due to streptococci). Urinary tract infections: acute or chronic pyelonephritis, cystitis, uretritis. Infections of the gastrointestinal apparatus: typhoid fevers and paratyphoid, bacterial diarrhea. Venereal conditions: Gonorrhea (specific urethritis). Severe infections such as: septicemia, septic abortion, puerperal fever, endocarditis, phlegmon, meningitis, as well as Lyme disease (stage I, chronic migratory erythema or chronic migratory erythema associated with fleeting joint symptoms or fleeting or limited neurological manifestations). Official recommendations for adequate antibiotic employment should be followed, in particular the recommendations for use, in order to avoid an increase in antibiotic resistance.",60 ml bottle,Amoxicillin,broad spectrum penicillin,,
CLAMOXYL 500 MG,500.0 MG,32.3,CLAMOXYL,500.0,MG,Dispersible tablet,"Amoxicillin is indicated for the treatment of infections due to gram negative germs sensitive to amoxicillin, as well as in the treatment of mixed infections due to positive and gram negative gram germs, such as: infections of the respiratory tract: acute exacerbations of chronic bronchitis, bacterial pneumonia, bronchitasis, pulmonary abcès Empayema. Infections of the ENT sphere: average otitis, sinusitis, amygdalite, pharyngitis (due to streptococci). Urinary tract infections: acute or chronic pyelonephritis, cystitis, uretritis. Infections of the gastrointestinal apparatus: typhoid fevers and paratyphoid, bacterial diarrhea. Venereal conditions: Gonorrhea (specific urethritis). Severe infections such as: septicemia, septic abortion, puerperal fever, endocarditis, phlegmon, meningitis, as well as Lyme disease (stage I, chronic migratory erythema or chronic migratory erythema associated with fleeting joint symptoms or fleeting or limited neurological manifestations). Official recommendations for adequate antibiotic employment should be followed, in particular the recommendations for use, in order to avoid an increase in antibiotic resistance.",Box of 12,Amoxicillin,Antibiotic,,
CLAMOXYL 500 MG,500.0 MG,32.3,CLAMOXYL,500.0,MG,Dispersible tablet,"Amoxicillin is indicated for the treatment of infections due to gram negative germs sensitive to amoxicillin, as well as in the treatment of mixed infections due to positive and gram negative gram germs, such as: infections of the respiratory tract: acute exacerbations of chronic bronchitis, bacterial pneumonia, bronchitasis, pulmonary abcès Empayema. Infections of the ENT sphere: average otitis, sinusitis, amygdalite, pharyngitis (due to streptococci). Urinary tract infections: acute or chronic pyelonephritis, cystitis, uretritis. Infections of the gastrointestinal apparatus: typhoid fevers and paratyphoid, bacterial diarrhea. Venereal conditions: Gonorrhea (specific urethritis). Severe infections such as: septicemia, septic abortion, puerperal fever, endocarditis, phlegmon, meningitis, as well as Lyme disease (stage I, chronic migratory erythema or chronic migratory erythema associated with fleeting joint symptoms or fleeting or limited neurological manifestations). Official recommendations for adequate antibiotic employment should be followed, in particular the recommendations for use, in order to avoid an increase in antibiotic resistance.",Box of 12,Amoxicillin,broad spectrum penicillin,,
CLAMOXYL 500 MG,500.0 MG,61.2,CLAMOXYL,500.0,MG,Dispersible tablet,"Amoxicillin is indicated in the treatment of the following infections in adults and children: - acute bacterial sinusitis, - acute average otitis, - angina/pharyngitis documented with streptococcus, - acute exacerbations of chronic bronchitis, - community pneumonia, - acute cystitis, - gravid asymptomatic bacteriuria Acute, - typhoid and paratyphoid fever, - dental abscesses with cellulite, - joint infections on prostheses, - eradication of Helicobacter pylori, - Lyme disease. Amoxicillin is also indicated in the prophylaxis of endocarditis. The official recommendations should be taken into account concerning the appropriate use of antibacterials.",24.0 box,Amoxicillin,Antibiotic,,
CLAMOXYL 500 MG,500.0 MG,61.2,CLAMOXYL,500.0,MG,Dispersible tablet,"Amoxicillin is indicated in the treatment of the following infections in adults and children: - acute bacterial sinusitis, - acute average otitis, - angina/pharyngitis documented with streptococcus, - acute exacerbations of chronic bronchitis, - community pneumonia, - acute cystitis, - gravid asymptomatic bacteriuria Acute, - typhoid and paratyphoid fever, - dental abscesses with cellulite, - joint infections on prostheses, - eradication of Helicobacter pylori, - Lyme disease. Amoxicillin is also indicated in the prophylaxis of endocarditis. The official recommendations should be taken into account concerning the appropriate use of antibacterials.",24.0 box,Amoxicillin,broad spectrum penicillin,,
CLAMOXYL 500 MG,500.0 MG,31.3,CLAMOXYL,500.0,MG,Oral suspension powder,"Amoxicillin is indicated for the treatment of infections due to gram negative germs sensitive to amoxicillin, as well as in the treatment of mixed infections due to positive and gram negative gram germs, such as: infections of the respiratory tract: acute exacerbations of chronic bronchitis, bacterial pneumonia, bronchitasis, pulmonary abcès Empayema. Infections of the ENT sphere: average otitis, sinusitis, amygdalite, pharyngitis (due to streptococci). Urinary tract infections: acute or chronic pyelonephritis, cystitis, uretritis. Infections of the gastrointestinal apparatus: typhoid fevers and paratyphoid, bacterial diarrhea. Venereal conditions: Gonorrhea (specific urethritis). Severe infections such as: septicemia, septic abortion, puerperal fever, endocarditis, phlegmon, meningitis, as well as Lyme disease (stage I, chronic migratory erythema or chronic migratory erythema associated with fleeting joint symptoms or fleeting or limited neurological manifestations). Official recommendations for adequate antibiotic employment should be followed, in particular the recommendations for use, in order to avoid an increase in antibiotic resistance.",60 ml bottle,Amoxicillin,Penicillin,,
CLARABEL INTIMA,,,CLARABEL INTIMA,,,Intimate cleansing gel,Clarabel Intima is a gentle and moisturizing cleaner that maintains the natural pH and microbial diversity of vulvar skin with high tolerance and a significant increase in hydration DS intimate external mucosa.,120 ml bottle,,,,
CLARADOL 500 MG,500.0 MG,16.0,CLARADOL,500.0,MG,Effervescent tablet,"Paracetamol dosed at 500 mg is indicated in the treatment of low to moderate intensity pain (headache, teeth, joint and ligament pain, back pain, pain during menstruation, pain after injuries, pain when cooling) and in the symptomatic treatment of fever.",16.0 box,Paracetamol,Analgesic,,
CLARADOL PLUS 250 MG / 50 MG / 150 MG,250.0 MG,28.6,CLARADOL PLUS,250.0,MG,Compressed Tablet,,Box of 20,Paracetamol,Analgesic,,
CLARADOL PLUS 250 MG / 50 MG / 150 MG,250.0 MG,28.6,CLARADOL PLUS,250.0,MG,Compressed Tablet,,Box of 20,Caffeine,Analgesic,,
CLARADOL PLUS 250 MG / 50 MG / 150 MG,250.0 MG,28.6,CLARADOL PLUS,250.0,MG,Compressed Tablet,,Box of 20,Propyphenazone,Analgesic,,
CLARADOL PLUS 250 MG / 50 MG / 150 MG,50.0 MG,28.6,CLARADOL PLUS,50.0,MG,Compressed Tablet,,Box of 20,Paracetamol,Analgesic,,
CLARADOL PLUS 250 MG / 50 MG / 150 MG,50.0 MG,28.6,CLARADOL PLUS,50.0,MG,Compressed Tablet,,Box of 20,Caffeine,Analgesic,,
CLARADOL PLUS 250 MG / 50 MG / 150 MG,50.0 MG,28.6,CLARADOL PLUS,50.0,MG,Compressed Tablet,,Box of 20,Propyphenazone,Analgesic,,
CLARADOL PLUS 250 MG / 50 MG / 150 MG,150.0 MG,28.6,CLARADOL PLUS,150.0,MG,Compressed Tablet,,Box of 20,Paracetamol,Analgesic,,
CLARADOL PLUS 250 MG / 50 MG / 150 MG,150.0 MG,28.6,CLARADOL PLUS,150.0,MG,Compressed Tablet,,Box of 20,Caffeine,Analgesic,,
CLARADOL PLUS 250 MG / 50 MG / 150 MG,150.0 MG,28.6,CLARADOL PLUS,150.0,MG,Compressed Tablet,,Box of 20,Propyphenazone,Analgesic,,
CLARIL 250 MG,250.0 MG,92.8,CLARIL,250.0,MG,Compressed Tablet,"Indicated in the following infections caused by agents sensitive to clarithromycin: infections of the respiratory tract as for example. Acute and chronic bronchitis, broncho-pneumonia, pneumonia, atypical pneumonia, pneumonia due to Legionella pneumophila, provided that the gravity of the state does not require parenteral treatment (with regard to the determination of sensitivity. Infections affecting the region of the throat, the nose, the ear as, for example. Not has experiences in adults. Skin infections light and superficial infections, such as impetigo, erysipelas, folliculitis, abscesses, infections of circumscribed wounds, phlegmons (with regard to the determination of sensitivity. Infections due to non -tuberculosis mycobacteria in mycobacterium avium in patients Infected with the VIH Treatment of infections disseminated to MyCobacterium Avium or Intracellulare. Harmless. Antibiotics, in particular the recommendations for use aimed at limiting the increase in the number of resistance.",14.0 box,Clarithromycin,Macrolide family antibiotics,,
CLARIL 500 MG,500.0 MG,149.5,CLARIL,500.0,MG,Compressed Tablet,"Indicated in the following infections caused by agents sensitive to clarithromycin: infections of the respiratory tract as for example. Acute and chronic bronchitis, broncho-pneumonia, pneumonia, atypical pneumonia, pneumonia due to Legionella pneumophila, provided that the gravity of the state does not require parenteral treatment (with regard to the determination of sensitivity. Infections affecting the region of the throat, the nose, the ear as, for example. Not has experiences in adults. Skin infections light and superficial infections, such as impetigo, erysipelas, folliculitis, abscesses, infections of circumscribed wounds, phlegmons (with regard to the determination of sensitivity. Infections due to non -tuberculosis mycobacteria in mycobacterium avium in patients Infected with the VIH Treatment of infections disseminated to MyCobacterium Avium or Intracellulare. Harmless. Antibiotics, in particular the recommendations for use aimed at limiting the increase in the number of resistance.",14.0 box,Clarithromycin,Macrolide family antibiotics,,
CLARISCAN 0.5 MMOL / ML,12-05-99,267.0,CLARISCAN,0.5,MMOL,Injectable solution,"This drug is for diagnostic use only. Clariscan should only be used when the diagnosis is necessary and this diagnosis cannot be obtained by magnetic resonance imaging (MRI) without contrast enhancement. Clariscan is a contrast product indicated for the enhancement of contrast in magnetic resonance imaging for better visualization / delimitation. Adult and pediatric population (0 to 18 years old): · Brain lesions, medullary and neighboring tissues · IRM of the whole body The use in MRI of the whole body is not recommended in children under 6 months. Only in adults: · lesions or stenoses of non -coronary arteries (magnetic resonance angiography (ARM)).",10 ml bottle,Gadoteric acid,Paramagnetic contrast product,,
CLARISCAN 0.5 MMOL / ML,ML,267.0,CLARISCAN,,ML,Injectable solution,"This drug is for diagnostic use only. Clariscan should only be used when the diagnosis is necessary and this diagnosis cannot be obtained by magnetic resonance imaging (MRI) without contrast enhancement. Clariscan is a contrast product indicated for the enhancement of contrast in magnetic resonance imaging for better visualization / delimitation. Adult and pediatric population (0 to 18 years old): · Brain lesions, medullary and neighboring tissues · IRM of the whole body The use in MRI of the whole body is not recommended in children under 6 months. Only in adults: · lesions or stenoses of non -coronary arteries (magnetic resonance angiography (ARM)).",10 ml bottle,Gadoteric acid,Paramagnetic contrast product,,
CLARISCAN 0.5 MMOL / ML,12-05-99,390.0,CLARISCAN,0.5,MMOL,Injectable solution,"This drug is for diagnostic use only. Clariscan should only be used when the diagnosis is necessary and this diagnosis cannot be obtained by magnetic resonance imaging (MRI) without contrast enhancement. Clariscan is a contrast product indicated for the enhancement of contrast in magnetic resonance imaging for better visualization / delimitation. Adult and pediatric population (0 to 18 years old): · Brain lesions, medullary and neighboring tissues · IRM of the whole body The use in MRI of the whole body is not recommended in children under 6 months. Only in adults: · lesions or stenoses of non -coronary arteries (magnetic resonance angiography (ARM)).",15.0 ml,Gadoteric acid,Paramagnetic contrast product,,
CLARISCAN 0.5 MMOL / ML,ML,390.0,CLARISCAN,,ML,Injectable solution,"This drug is for diagnostic use only. Clariscan should only be used when the diagnosis is necessary and this diagnosis cannot be obtained by magnetic resonance imaging (MRI) without contrast enhancement. Clariscan is a contrast product indicated for the enhancement of contrast in magnetic resonance imaging for better visualization / delimitation. Adult and pediatric population (0 to 18 years old): · Brain lesions, medullary and neighboring tissues · IRM of the whole body The use in MRI of the whole body is not recommended in children under 6 months. Only in adults: · lesions or stenoses of non -coronary arteries (magnetic resonance angiography (ARM)).",15.0 ml,Gadoteric acid,Paramagnetic contrast product,,
CLARISCAN 0.5 MMOL / ML,12-05-99,457.0,CLARISCAN,0.5,MMOL,Injectable solution,"This drug is for diagnostic use only. Clariscan should only be used when the diagnosis is necessary and this diagnosis cannot be obtained by magnetic resonance imaging (MRI) without contrast enhancement. Clariscan is a contrast product indicated for the enhancement of contrast in magnetic resonance imaging for better visualization / delimitation. Adult and pediatric population (0 to 18 years old): · Brain lesions, medullary and neighboring tissues · IRM of the whole body The use in MRI of the whole body is not recommended in children under 6 months. Only in adults: · lesions or stenoses of non -coronary arteries (magnetic resonance angiography (ARM)).",20 ml bottle,Gadoteric acid,Paramagnetic contrast product,,
CLARISCAN 0.5 MMOL / ML,ML,457.0,CLARISCAN,,ML,Injectable solution,"This drug is for diagnostic use only. Clariscan should only be used when the diagnosis is necessary and this diagnosis cannot be obtained by magnetic resonance imaging (MRI) without contrast enhancement. Clariscan is a contrast product indicated for the enhancement of contrast in magnetic resonance imaging for better visualization / delimitation. Adult and pediatric population (0 to 18 years old): · Brain lesions, medullary and neighboring tissues · IRM of the whole body The use in MRI of the whole body is not recommended in children under 6 months. Only in adults: · lesions or stenoses of non -coronary arteries (magnetic resonance angiography (ARM)).",20 ml bottle,Gadoteric acid,Paramagnetic contrast product,,
CLARITYNE 10 MG,10.0 MG,66.2,CLARITYNE,10.0,MG,Effervescent tablet,"Prophylactic and symptomatic treatment of hay fever, chronic allergic rhinitis, allergic and chronic hives conjunctivitis.",Box of 15,Loratadine,H1 antihistamine,,
CLARTEC 10 MG,10.0 MG,57.0,CLARTEC,10.0,MG,Compressed Tablet,Symptomatic treatment of allergic rhinitis and chronic idiopathic urticaria.,Box of 30,Loratadine,Antihistamine for systemic use,,
CLARTEC 10 MG,10.0 MG,20.6,CLARTEC,10.0,MG,Compressed Tablet,"Prophylactic and symptomatic treatment of hay fever, chronic allergic rhinitis, allergic and chronic hives conjunctivitis.",Box of 10,Loratadine,Antihistamine for systemic use,,
CLARTEC 10 MG,10.0 MG,29.9,CLARTEC,10.0,MG,Compressed Tablet,"Prophylactic and symptomatic treatment of hay fever, chronic allergic rhinitis, allergic and chronic hives conjunctivitis.",15.0 box,Loratadine,Antihistamine for systemic use,,
CLARTEC 5 MG / 5 ML,5.0 MG,43.9,CLARTEC,5.0,MG,Oral suspension,"Prophylactic and symptomatic treatment of hay fever, chronic allergic rhinitis, allergic and chronic hives conjunctivitis.",120 ml bottle,Loratadine,Antihistamine for systemic use,,
CLARTEC 5 MG / 5 ML,5.0 ML,43.9,CLARTEC,5.0,ML,Oral suspension,"Prophylactic and symptomatic treatment of hay fever, chronic allergic rhinitis, allergic and chronic hives conjunctivitis.",120 ml bottle,Loratadine,Antihistamine for systemic use,,
CLARTEC 5 MG / 5 ML,5.0 MG,24.8,CLARTEC,5.0,MG,Oral suspension,"Prophylactic and symptomatic treatment of hay fever, chronic allergic rhinitis, allergic and chronic hives conjunctivitis.",60 ml bottle,Loratadine,Antihistamine for systemic use,,
CLARTEC 5 MG / 5 ML,5.0 ML,24.8,CLARTEC,5.0,ML,Oral suspension,"Prophylactic and symptomatic treatment of hay fever, chronic allergic rhinitis, allergic and chronic hives conjunctivitis.",60 ml bottle,Loratadine,Antihistamine for systemic use,,
CLAVULIN 1 G / 125 MG,1.0 G,112.6,CLAVULIN,1.0,G,Bag,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",Box of 12,Amoxicillin,Antibiotic,,
CLAVULIN 1 G / 125 MG,1.0 G,112.6,CLAVULIN,1.0,G,Bag,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",Box of 12,Amoxicillin,Penicillin with betalactams inhibitor,,
CLAVULIN 1 G / 125 MG,1.0 G,112.6,CLAVULIN,1.0,G,Bag,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",Box of 12,Clavulanic acid,Antibiotic,,
CLAVULIN 1 G / 125 MG,1.0 G,112.6,CLAVULIN,1.0,G,Bag,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",Box of 12,Clavulanic acid,Penicillin with betalactams inhibitor,,
CLAVULIN 1 G / 125 MG,125.0 MG,112.6,CLAVULIN,125.0,MG,Bag,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",Box of 12,Amoxicillin,Antibiotic,,
CLAVULIN 1 G / 125 MG,125.0 MG,112.6,CLAVULIN,125.0,MG,Bag,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",Box of 12,Amoxicillin,Penicillin with betalactams inhibitor,,
CLAVULIN 1 G / 125 MG,125.0 MG,112.6,CLAVULIN,125.0,MG,Bag,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",Box of 12,Clavulanic acid,Antibiotic,,
CLAVULIN 1 G / 125 MG,125.0 MG,112.6,CLAVULIN,125.0,MG,Bag,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",Box of 12,Clavulanic acid,Penicillin with betalactams inhibitor,,
CLAVULIN 1 G / 125 MG,1.0 G,139.3,CLAVULIN,1.0,G,Bag,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",16.0 box,Amoxicillin,Antibiotic,,
CLAVULIN 1 G / 125 MG,1.0 G,139.3,CLAVULIN,1.0,G,Bag,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",16.0 box,Amoxicillin,Penicillin with betalactams inhibitor,,
CLAVULIN 1 G / 125 MG,1.0 G,139.3,CLAVULIN,1.0,G,Bag,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",16.0 box,Clavulanic acid,Antibiotic,,
CLAVULIN 1 G / 125 MG,1.0 G,139.3,CLAVULIN,1.0,G,Bag,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",16.0 box,Clavulanic acid,Penicillin with betalactams inhibitor,,
CLAVULIN 1 G / 125 MG,125.0 MG,139.3,CLAVULIN,125.0,MG,Bag,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",16.0 box,Amoxicillin,Antibiotic,,
CLAVULIN 1 G / 125 MG,125.0 MG,139.3,CLAVULIN,125.0,MG,Bag,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",16.0 box,Amoxicillin,Penicillin with betalactams inhibitor,,
CLAVULIN 1 G / 125 MG,125.0 MG,139.3,CLAVULIN,125.0,MG,Bag,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",16.0 box,Clavulanic acid,Antibiotic,,
CLAVULIN 1 G / 125 MG,125.0 MG,139.3,CLAVULIN,125.0,MG,Bag,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",16.0 box,Clavulanic acid,Penicillin with betalactams inhibitor,,
CLAVULIN 100 MG / 12.5 MG / ML ENFANT,100.0 MG,60.5,CLAVULIN,100.0,MG,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",60 ml bottle,Amoxicillin,Antibiotic,,
CLAVULIN 100 MG / 12.5 MG / ML ENFANT,100.0 MG,60.5,CLAVULIN,100.0,MG,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",60 ml bottle,Amoxicillin,Penicillin with betalactams inhibitor,,
CLAVULIN 100 MG / 12.5 MG / ML ENFANT,100.0 MG,60.5,CLAVULIN,100.0,MG,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",60 ml bottle,Clavulanic acid,Antibiotic,,
CLAVULIN 100 MG / 12.5 MG / ML ENFANT,100.0 MG,60.5,CLAVULIN,100.0,MG,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",60 ml bottle,Clavulanic acid,Penicillin with betalactams inhibitor,,
CLAVULIN 100 MG / 12.5 MG / ML ENFANT,12.50 MG,60.5,CLAVULIN,12.5,MG,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",60 ml bottle,Amoxicillin,Antibiotic,,
